Taxon,temperature,climate_rating,mean_annual_ temp_celcius,mean_hottest_month_celcius,mean_coldest_quarter_celsius,mean_annual_precipitation mm/year,mean_driest_quarter mm/qtr,tree_on_CAT,obs_record1,obs_record2,obs_record3,obs_record4,obs_record5
Tulipa saxatilis,9.98333,11,11.7472,24.3,4.875,790.5,81,FALSE,GBIF_CURRENT=91,,PLANTSEARCH=59,,
Tulipa vvedenskyi,9.98333,11,9.29375,26.05,-0.533332,663.5,90,FALSE,GBIF_CURRENT=11,,PLANTSEARCH=23,,
Tussilago farfara,9.98333,11,8.99028,23.725,1.04583,820,157,FALSE,GBIF_CURRENT=8251,,PLANTSEARCH=14,,
Umbilicus oppositifolius,9.98333,11,9.65764,23.325,3.53333,1125.75,224,FALSE,GBIF_CURRENT=196,,PLANTSEARCH=8,,
Uvularia grandiflora,9.98333,11,8.67361,26.55,-1.90833,907,167,FALSE,GBIF_CURRENT=938,,PLANTSEARCH=118,,
Vaccinium glaucoalbum,9.98333,11,12.5486,23.8,6.3375,1078.5,95,FALSE,GBIF_CURRENT=13,,PLANTSEARCH=11,,
Vaccinium ovatum,9.98333,11,11.1292,22.95,6.08333,975.25,105.25,FALSE,GBIF_CURRENT=9771,,PLANTSEARCH=53,,
Vaccinium parvifolium,9.98333,11,9.69722,23,3.78333,1307.5,143.5,FALSE,GBIF_CURRENT=9836,,PLANTSEARCH=29,,
Valeriana officinalis,9.98333,11,9.16946,23.85,1.475,798.5,147.5,FALSE,GBIF_CURRENT=5212,,PLANTSEARCH=17,,
Vancouveria hexandra,9.98333,11,10.4389,24.55,3.45,1154,122,FALSE,GBIF_CURRENT=223,,PLANTSEARCH=8,,
Veratrum maackii,9.98333,11,9.51389,24.7,-0.0499984,1083.5,127,FALSE,GBIF_CURRENT=1355,,PLANTSEARCH=21,,
Verbascum blattaria,9.98333,11,10.7764,26.75,1.79167,875.5,158.5,FALSE,GBIF_CURRENT=8897,,PLANTSEARCH=68,,
Verbascum phoeniceum,9.98333,11,9.20556,24.7,0.491665,632.5,115.5,FALSE,GBIF_CURRENT=5293,,PLANTSEARCH=74,,
Verbascum thapsus,9.98333,11,9.67639,26.7,1.25416,835,143.5,FALSE,GBIF_CURRENT=9786,,PLANTSEARCH=116,,
Verbena bonariensis,9.98333,11,10.3861,24.35,3.9875,810.25,152.75,FALSE,GBIF_CURRENT=8718,,PLANTSEARCH=111,,
Verbena hastata,9.98333,11,8.98471,27.175,-1.41667,909.25,167.25,FALSE,GBIF_CURRENT=975,,PLANTSEARCH=13,,
Verbena officinalis,9.98333,11,10.3708,24.7,3.45833,778,142.5,FALSE,GBIF_CURRENT=757,,PLANTSEARCH=12,,
Veronica albicans,9.98333,11,9.15833,20.425,4.5125,1617.5,304,FALSE,GBIF_CURRENT=242,,PLANTSEARCH=12,,
Veronica baylyi,9.98333,11,9.2611,19.85,4.60833,1355.5,271.5,FALSE,GBIF_CURRENT=78,,PLANTSEARCH=5,,
Veronica catarractae,9.98333,11,9.55972,20.15,5.49167,1585.25,295.75,FALSE,GBIF_CURRENT=127,,PLANTSEARCH=1,,
Veronica elliptica,9.98333,11,11.0792,20.85,7.24167,1079.25,212,FALSE,GBIF_CURRENT=1155,,PLANTSEARCH=8,,
Veronica lavaudiana,9.98333,11,10.9153,20.9,5.33333,883,169.75,FALSE,GBIF_CURRENT=229,,PLANTSEARCH=4,,
Veronica ovata,9.98333,11,8.40417,22.7,0.391668,1040.5,154,FALSE,GBIF_CURRENT=219,,PLANTSEARCH=1,,
Veronica peduncularis,9.98333,11,8.26805,23.4,-0.325002,702.25,135.25,FALSE,GBIF_CURRENT=419,,PLANTSEARCH=17,,
Veronica perfoliata,9.98333,11,12.3417,24.5,6.675,855.5,158.25,FALSE,GBIF_CURRENT=1756,,PLANTSEARCH=23,,
Veronicastrum virginicum,9.98333,11,9.4486,27.95,-1.4,916.5,154.5,FALSE,GBIF_CURRENT=5442,,PLANTSEARCH=12,,
Viburnum acerifolium,9.98333,11,10.0299,28.25,-0.145835,1030.75,212.75,FALSE,GBIF_CURRENT=9829,,PLANTSEARCH=15,,
Viburnum davidi,9.98333,11,11.7986,24.2,7.47085,727.5,145,FALSE,GBIF_CURRENT=17,,PLANTSEARCH=1,,
Viburnum farreri,9.98333,11,9.41389,23.7,1.59167,745.5,142.5,FALSE,GBIF_CURRENT=149,,PLANTSEARCH=12,,
Viburnum kansuense,9.98333,11,10.5313,23.7,3.08333,778,73.25,FALSE,GBIF_CURRENT=124,,PLANTSEARCH=9,,
Viburnum mongolicum,9.98333,11,8.87916,26.975,-2.23333,647.25,75.5,FALSE,GBIF_CURRENT=176,,PLANTSEARCH=42,,
Viburnum parvifolium,9.98333,11,9.77083,20.25,4.53333,2191.5,211,FALSE,GBIF_CURRENT=138,,PLANTSEARCH=13,,
Viburnum plicatum,9.98333,11,11.4708,28,2.16667,1071,196.5,FALSE,GBIF_CURRENT=5395,,PLANTSEARCH=87,,
Viburnum rafinesqueanum,9.98333,11,7.88751,24.4,-2.3,861.5,161,FALSE,GBIF_CURRENT=234,,PLANTSEARCH=11,,
Viburnum schensianum,9.98333,11,12.0722,28.375,1.62083,777.25,90,FALSE,GBIF_CURRENT=217,,PLANTSEARCH=33,,
Vinca minor,9.98333,11,9.69861,25.275,0.929168,885.75,160.75,FALSE,GBIF_CURRENT=8965,,PLANTSEARCH=22,,
Vincetoxicum fuscatum,9.98333,11,9.47639,25.575,0.7,602.75,123,FALSE,GBIF_CURRENT=221,,PLANTSEARCH=1,,
Vincetoxicum hirundinaria,9.98333,11,8.77778,23.1,1.28334,782,149,FALSE,GBIF_CURRENT=8821,,PLANTSEARCH=86,,
Viola glabella,9.98333,11,9.51737,24.425,3.7125,1054,99.5,FALSE,GBIF_CURRENT=7367,,PLANTSEARCH=17,,
Viola howellii,9.98333,11,9.80694,24,2.74167,1002.75,120.5,FALSE,GBIF_CURRENT=122,,PLANTSEARCH=8,,
Viola odorata,9.98333,11,9.86804,23.8,3.05834,746.75,135,FALSE,GBIF_CURRENT=752,,PLANTSEARCH=142,,
Viola pedatifida,9.98333,11,8.31736,28.2,-3.05,857.75,113.5,FALSE,GBIF_CURRENT=1251,,PLANTSEARCH=2,,
Viola praemorsa,9.98333,11,8.73473,28.675,-0.0333325,667.75,103,FALSE,GBIF_CURRENT=856,,PLANTSEARCH=2,,
Viola sagittata,9.98333,11,9.96042,28.3,-0.45,1029.5,200.5,FALSE,GBIF_CURRENT=2311,,PLANTSEARCH=16,,
Viola sempervirens,9.98333,11,12.3285,24.55,7.3875,1000.25,39.75,FALSE,GBIF_CURRENT=4594,,PLANTSEARCH=9,,
Vitis coignetiae,9.98333,11,9.18821,24.15,0.208333,1065.25,163.5,FALSE,GBIF_CURRENT=1141,,PLANTSEARCH=97,,
Vitis labrusca,9.98333,11,10.2312,26.4,0.679165,985,200,FALSE,GBIF_CURRENT=1585,,PLANTSEARCH=62,,
Vitis vinifera,9.98333,11,11.4986,25.85,3.99167,779,146,FALSE,GBIF_CURRENT=9429,,PLANTSEARCH=1,,
Weigela florida,9.98333,11,9.44236,24.875,-0.0416658,1002,122,FALSE,GBIF_CURRENT=1767,,PLANTSEARCH=123,,
Weigela subsessilis,9.98333,11,10.5736,25.9,0.258333,1065.5,121.5,FALSE,GBIF_CURRENT=177,,PLANTSEARCH=52,,
Yucca baileyi,9.98333,11,11.5139,30.525,2.95417,440.5,63.75,FALSE,GBIF_CURRENT=321,,PLANTSEARCH=23,,
Yucca flaccida,9.98333,11,12.9028,29.05,3.53333,956.5,176,FALSE,GBIF_CURRENT=1176,,PLANTSEARCH=33,,
Yucca harrimaniae,9.98333,11,10.0903,29.7,0.791665,530,94.5,FALSE,GBIF_CURRENT=382,,PLANTSEARCH=34,,
Yucca intermedia,9.98333,11,12.6965,30.325,3.77083,473,72.5,FALSE,GBIF_CURRENT=68,,PLANTSEARCH=2,,
Yucca neomexicana,9.98333,11,13.5819,31.65,6.24998,431,27.5,FALSE,GBIF_CURRENT=44,,PLANTSEARCH=6,,
Yushania anceps,9.98333,11,10.1285,20.8,4.8125,812,152.25,FALSE,GBIF_CURRENT=81,,PLANTSEARCH=15,,
Zizia aurea,9.98333,11,9.50347,28.5,-1.56667,968,182.25,FALSE,GBIF_CURRENT=838,,PLANTSEARCH=86,,
Abies bracteata,9.98333,11,11.4807,24.9167,6.58334,858.833,52.8333,TRUE,GBIF_BGCI=172,,GBIF_CURRENT=228,PLANTSEARCH=32,
Abies chensiensis,9.98333,11,11.8646,23.3333,4.30833,853.167,81.5,TRUE,GBIF_BGCI=11,,GBIF_CURRENT=69,PLANTSEARCH=33,
Abies concolor,9.98333,11,9.05765,26.5545,0.372417,790,101.75,TRUE,GBIF_BGCI=1556,,GBIF_CURRENT=8129,URBANPLANTS=28,PLANTSEARCH=193
Abies delavayi,9.98333,11,12.2654,22.709,6.02808,866.875,98.75,TRUE,GBIF_BGCI=166,,GBIF_CURRENT=143,URBANPLANTS=1,PLANTSEARCH=32
Abies densa,9.98333,11,6.60365,17.8167,1.15556,887.167,68.6667,TRUE,GBIF_BGCI=23,,GBIF_CURRENT=57,PLANTSEARCH=13,
Abies forrestii,9.98333,11,9.97628,22.0715,3.98225,782.625,88.75,TRUE,GBIF_BGCI=447,,GBIF_CURRENT=199,URBANPLANTS=1,PLANTSEARCH=29
Abies grandis,9.98333,11,10.1979,22.8011,3.919,920.375,118.25,TRUE,GBIF_BGCI=487,,GBIF_CURRENT=833,URBANPLANTS=7,PLANTSEARCH=128
Abies holophylla,9.98333,11,7.81806,24.988,-4.70867,985.5,76.25,TRUE,GBIF_BGCI=17,,GBIF_CURRENT=463,URBANPLANTS=5,PLANTSEARCH=14
Abies homolepis,9.98333,11,9.65476,26.228,0.0305838,1150.5,131.25,TRUE,GBIF_BGCI=227,,GBIF_CURRENT=575,URBANPLANTS=1,PLANTSEARCH=117
Abies kawakamii,9.98333,11,8.29375,17.5,3.2,2994.67,243,TRUE,GBIF_BGCI=191,,GBIF_CURRENT=467,PLANTSEARCH=34,
Abies squamata,9.98333,11,7.92396,20.9167,0.719445,704.833,60.3333,TRUE,GBIF_BGCI=92,,GBIF_CURRENT=72,PLANTSEARCH=37,
Acer acuminatum,9.98333,11,11.188,24.4667,3.37778,983,134.333,TRUE,GBIF_BGCI=12,GBIF_CURRENT=11,,PLANTSEARCH=21,
Acer caesium,9.98333,11,11.0552,23.4667,3.07222,830,78.3333,TRUE,GBIF_BGCI=149,GBIF_CURRENT=68,,PLANTSEARCH=26,
Acer capillipes,9.98333,11,11.0632,24.9956,3.04439,1383.5,150.125,TRUE,GBIF_BGCI=14,GBIF_CURRENT=222,,URBANPLANTS=2,PLANTSEARCH=117
Acer cappadocicum,9.98333,11,11.3639,23.7785,4.2955,830.125,120.5,TRUE,GBIF_BGCI=283,GBIF_CURRENT=422,,URBANPLANTS=7,PLANTSEARCH=1
Acer carpinifolium,9.98333,11,11.861,26.4876,2.79314,1384,167.75,TRUE,GBIF_BGCI=554,GBIF_CURRENT=754,,URBANPLANTS=2,PLANTSEARCH=118
Acer caudatum,9.98333,11,8.62295,22.9747,-0.140223,1022.5,103.667,TRUE,GBIF_BGCI=378,GBIF_CURRENT=568,,PLANTSEARCH=18,
Acer chienii,9.98333,11,12.366,23.75,5,1118.5,94.5,TRUE,GBIF_CURRENT=2,,PLANTSEARCH=3,,
Acer circinatum,9.98333,11,10.4678,24.0461,4.67066,1224.75,107.75,TRUE,GBIF_BGCI=3115,GBIF_CURRENT=3153,,URBANPLANTS=4,PLANTSEARCH=126
Acer cissifolium,9.98333,11,10.0871,25.0011,1.56629,1426.5,203.875,TRUE,GBIF_BGCI=13,GBIF_CURRENT=6,,URBANPLANTS=1,PLANTSEARCH=123
Acer distylum,9.98333,11,10.2297,25.4247,0.824444,1358.83,182.5,TRUE,GBIF_BGCI=212,GBIF_CURRENT=318,,PLANTSEARCH=19,
Acer forrestii,9.98333,11,12.4681,23.375,5.36667,877.75,104.25,TRUE,GBIF_CURRENT=39,,PLANTSEARCH=18,,
Acer granatense,9.98333,11,11.7203,28.0913,4.84422,570.833,83.5,TRUE,GBIF_BGCI=1758,GBIF_CURRENT=1911,,PLANTSEARCH=14,
Acer grandidentatum,9.98333,11,9.99821,29.5853,1.087,604.167,92.5,TRUE,GBIF_BGCI=422,GBIF_CURRENT=747,,PLANTSEARCH=3,
Acer japonicum,9.98333,11,10.293,25.545,1.71825,1230.88,177.875,TRUE,GBIF_BGCI=615,GBIF_CURRENT=1155,,URBANPLANTS=14,PLANTSEARCH=1
Acer longipes,9.98333,11,13.8111,29.064,4.48522,1175.33,124.333,TRUE,GBIF_CURRENT=29,,URBANPLANTS=1,PLANTSEARCH=29,
Acer macrophyllum,9.98333,11,11.8657,26.078,6.01516,953,90.75,TRUE,GBIF_BGCI=5137,GBIF_CURRENT=6631,,URBANPLANTS=13,PLANTSEARCH=113
Acer maximowiczianum,9.98333,11,10.7322,26.4047,0.976332,1378.83,165.167,TRUE,GBIF_BGCI=59,GBIF_CURRENT=121,,PLANTSEARCH=76,
Acer maximowiczii,9.98333,11,10.9111,25.525,2.8125,924.5,90,TRUE,GBIF_CURRENT=6,,PLANTSEARCH=17,,
Acer micranthum,9.98333,11,9.84439,24.752,0.756333,1451,194.667,TRUE,GBIF_BGCI=468,GBIF_CURRENT=659,,PLANTSEARCH=55,
Acer miyabei,9.98333,11,9.10639,26.3735,-1.14289,1103.5,155.25,TRUE,GBIF_BGCI=6,,GBIF_CURRENT=82,URBANPLANTS=6,PLANTSEARCH=72
Acer monspessulanum,9.98333,11,11.8954,26.083,5.27342,787.625,141.875,TRUE,GBIF_BGCI=1292,GBIF_CURRENT=1756,,URBANPLANTS=4,PLANTSEARCH=149
Acer opalus,9.98333,11,10.2694,24.559,3.52283,874.25,171.75,TRUE,GBIF_BGCI=16663,GBIF_CURRENT=9556,,URBANPLANTS=1,PLANTSEARCH=74
Acer palmatum,9.98333,11,12.6186,28.2207,3.3345,1206.62,162.625,TRUE,GBIF_BGCI=1368,GBIF_CURRENT=3474,,URBANPLANTS=11,PLANTSEARCH=266
Acer pectinatum,9.98333,11,10.4617,21.554,3.449,898.5,103.5,TRUE,GBIF_CURRENT=187,,PLANTSEARCH=22,,
Acer pentaphyllum,9.98333,11,10.6385,23.2167,3.44167,814.5,58.3333,TRUE,GBIF_BGCI=21,,GBIF_CURRENT=22,PLANTSEARCH=49,
Acer pictum,9.98333,11,11.175,27.0227,1.82644,1007.83,129.167,TRUE,GBIF_CURRENT=2998,,URBANPLANTS=16,PLANTSEARCH=28,
Acer rubrum,9.98333,11,10.4939,28.1125,0.434369,1040.75,201.125,TRUE,GBIF_BGCI=588,GBIF_CURRENT=16491,,URBANPLANTS=94,PLANTSEARCH=251
Acer rufinerve,9.98333,11,10.4682,24.9151,1.97529,1496.25,186.75,TRUE,GBIF_BGCI=746,GBIF_CURRENT=1311,,URBANPLANTS=1,PLANTSEARCH=12
Acer saccharum,9.98333,11,8.37007,27.597,-2.65792,992,186,TRUE,GBIF_BGCI=3537,GBIF_CURRENT=837,,URBANPLANTS=67,PLANTSEARCH=225
Acer shirasawanum,9.98333,11,10.0137,24.976,0.769223,1439.17,162.5,TRUE,GBIF_BGCI=432,GBIF_CURRENT=527,,PLANTSEARCH=56,
Acer sieboldianum,9.98333,11,11.6611,26.3235,3.32941,1215.75,169.125,TRUE,GBIF_BGCI=725,GBIF_CURRENT=183,,URBANPLANTS=1,PLANTSEARCH=76
Acer stachyophyllum,9.98333,11,11.1615,22.4,3.00555,940.667,88,TRUE,GBIF_BGCI=24,GBIF_CURRENT=95,,PLANTSEARCH=44,
Acer sterculiaceum,9.98333,11,13.3267,25.3933,4.994,1066.83,93.6667,TRUE,GBIF_BGCI=354,GBIF_CURRENT=112,,PLANTSEARCH=13,
Acer tataricum,9.98333,11,8.94371,25.9118,-1.13375,767.75,125.625,TRUE,GBIF_BGCI=392,GBIF_CURRENT=4162,,URBANPLANTS=54,PLANTSEARCH=143
Acer triflorum,9.98333,11,8.93116,26.201,-2.68625,987.25,104.5,TRUE,GBIF_BGCI=24,GBIF_CURRENT=48,,URBANPLANTS=5,PLANTSEARCH=142
Acer truncatum,9.98333,11,11.8419,29.1695,-0.345584,728.625,76.375,TRUE,GBIF_BGCI=87,GBIF_CURRENT=119,,URBANPLANTS=29,PLANTSEARCH=13
Acer velutinum,9.98333,11,12.7547,27.324,4.974,737,108.25,TRUE,GBIF_BGCI=5,GBIF_CURRENT=22,,URBANPLANTS=1,PLANTSEARCH=38
Aesculus flava,9.98333,11,10.8729,27.1467,2.24694,996.5,191.833,TRUE,GBIF_CURRENT=489,,URBANPLANTS=13,PLANTSEARCH=145,
Aesculus glabra,9.98333,11,11.4763,29.798,-0.245393,938.25,162.375,TRUE,GBIF_BGCI=661,GBIF_CURRENT=1667,,URBANPLANTS=18,PLANTSEARCH=144
Aesculus indica,9.98333,11,11.1063,23.336,5.20056,774.167,140.667,TRUE,GBIF_CURRENT=115,,URBANPLANTS=2,PLANTSEARCH=58,
Aesculus parviflora,9.98333,11,12.7588,28.2745,2.97108,1020.62,201.875,TRUE,GBIF_BGCI=75,GBIF_CURRENT=366,,URBANPLANTS=2,PLANTSEARCH=21
Alangium platanifolium,9.98333,11,12.9931,28.0615,3.39858,1294.62,152.25,TRUE,GBIF_BGCI=722,GBIF_CURRENT=93,,URBANPLANTS=1,PLANTSEARCH=54
Alnus firma,9.98333,11,11.1287,25.8213,2.19778,1344,159.667,TRUE,GBIF_BGCI=427,GBIF_CURRENT=693,,PLANTSEARCH=45,
Alnus pendula,9.98333,11,10.7015,25.4673,1.61767,1383.83,218.333,TRUE,GBIF_BGCI=462,GBIF_CURRENT=523,,PLANTSEARCH=23,
Alnus rubra,9.98333,11,10.5725,23.0905,4.7205,988.25,99.75,TRUE,GBIF_BGCI=152,GBIF_CURRENT=1976,,URBANPLANTS=5,PLANTSEARCH=81
Amelanchier alnifolia,9.98333,11,8.05883,24.7115,-1.06217,719.25,98.25,TRUE,GBIF_BGCI=1529,GBIF_CURRENT=6142,,URBANPLANTS=4,PLANTSEARCH=12
Amelanchier canadensis,9.98333,11,10.1241,27.9788,-0.712899,1081.38,222.25,TRUE,GBIF_BGCI=441,GBIF_CURRENT=516,,URBANPLANTS=14,PLANTSEARCH=183
Aralia elata,9.98333,11,11.9804,26.97,2.37767,1069.62,144.25,TRUE,GBIF_BGCI=529,GBIF_CURRENT=1683,,URBANPLANTS=6,PLANTSEARCH=143
Araucaria araucana,9.98333,11,9.36172,22.8195,4.392,1017.38,132.5,TRUE,GBIF_BGCI=36,,GBIF_CURRENT=2437,URBANPLANTS=16,PLANTSEARCH=185
Arbutus menziesii,9.98333,11,12.1728,24.719,6.19875,933.75,71.25,TRUE,GBIF_BGCI=221,GBIF_CURRENT=5463,,URBANPLANTS=5,PLANTSEARCH=51
Arctostaphylos columbiana,9.98333,11,11.6013,23.39,6.96203,1208,78.3333,TRUE,GBIF_BGCI=1226,GBIF_CURRENT=52,,PLANTSEARCH=16,
Argyrocytisus battandieri,9.98333,11,10.9109,26.2667,4.09444,774,68,TRUE,GBIF_BGCI=33,GBIF_CURRENT=43,,PLANTSEARCH=33,
Austrocedrus chilensis,9.98333,11,9.08126,23.1167,3.64445,1060.83,120.667,TRUE,GBIF_BGCI=23,,GBIF_CURRENT=419,PLANTSEARCH=62,
Azara microphylla,9.98333,11,10.8255,23.6465,6.32499,970.125,127.25,TRUE,GBIF_BGCI=29,GBIF_CURRENT=54,,URBANPLANTS=3,PLANTSEARCH=64
Azara serrata,9.98333,11,11.2396,23.2036,6.45248,884.625,103.375,TRUE,GBIF_BGCI=51,GBIF_CURRENT=38,,URBANPLANTS=1,PLANTSEARCH=45
Berberis fremontii,9.98333,11,13.514,32.4667,4.69622,330.5,29.8333,TRUE,GBIF_BGCI=13,GBIF_CURRENT=453,,PLANTSEARCH=14,
Berberis julianae,9.98333,11,13.8154,27.154,4.69292,978.625,121.5,TRUE,GBIF_BGCI=38,GBIF_CURRENT=611,,URBANPLANTS=2,PLANTSEARCH=128
Betula delavayi,9.98333,11,11.4083,21.7333,3.76944,798.5,72.1667,TRUE,GBIF_BGCI=122,GBIF_CURRENT=37,,PLANTSEARCH=14,
Betula lenta,9.98333,11,9.96152,26.9247,-0.366142,1073.75,230.25,TRUE,GBIF_BGCI=519,GBIF_CURRENT=1538,,URBANPLANTS=6,PLANTSEARCH=172
Betula maximowicziana,9.98333,11,7.83394,23.7367,-1.93933,1266.33,186.667,TRUE,GBIF_BGCI=161,GBIF_CURRENT=291,,PLANTSEARCH=114,
Betula utilis,9.98333,11,8.33983,22.2555,2.02942,768.625,96.125,TRUE,GBIF_BGCI=93,GBIF_CURRENT=562,,URBANPLANTS=16,PLANTSEARCH=19
Buddleja alternifolia,9.98333,11,10.9448,26.702,1.88958,709.25,65,TRUE,GBIF_BGCI=36,GBIF_CURRENT=68,,URBANPLANTS=7,PLANTSEARCH=94
Calocedrus decurrens,9.98333,11,11.4368,27.109,5.56866,785,65.375,TRUE,GBIF_BGCI=1677,GBIF_CURRENT=2299,,URBANPLANTS=18,PLANTSEARCH=195
Carpinus betulus,9.98333,11,10.1487,24.4069,2.91367,783,153.75,TRUE,GBIF_BGCI=147667,GBIF_CURRENT=31875,,URBANPLANTS=59,PLANTSEARCH=234
Carpinus caroliniana,9.98333,11,10.5672,28.927,0.0990832,1044.25,199.75,TRUE,GBIF_BGCI=1388,GBIF_CURRENT=5185,,URBANPLANTS=32,PLANTSEARCH=188
Carpinus cordata,9.98333,11,10.9325,27.1445,0.504916,1125,123.75,TRUE,GBIF_BGCI=821,GBIF_CURRENT=496,,URBANPLANTS=2,PLANTSEARCH=8
Carpinus japonica,9.98333,11,11.5081,25.8386,2.85781,1379.12,161.375,TRUE,GBIF_BGCI=693,GBIF_CURRENT=129,,URBANPLANTS=2,PLANTSEARCH=115
Carpinus laxiflora,9.98333,11,11.9645,26.9967,2.774,1382.17,168.667,TRUE,GBIF_BGCI=545,GBIF_CURRENT=852,,PLANTSEARCH=63,
Carpinus orientalis,9.98333,11,10.7927,25.9363,1.98831,652.833,121.667,TRUE,GBIF_BGCI=182,GBIF_CURRENT=316,,PLANTSEARCH=84,
Carya cordiformis,9.98333,11,10.0509,28.362,-1.52825,947.375,182.25,TRUE,GBIF_BGCI=1166,GBIF_CURRENT=267,,URBANPLANTS=18,PLANTSEARCH=137
Carya glabra,9.98333,11,12.3803,30.0895,1.57825,1133.5,226.125,TRUE,GBIF_BGCI=863,GBIF_CURRENT=1471,,URBANPLANTS=15,PLANTSEARCH=97
Carya laciniosa,9.98333,11,11.6097,29.6565,0.0666671,983.375,171.125,TRUE,GBIF_BGCI=144,GBIF_CURRENT=212,,URBANPLANTS=6,PLANTSEARCH=91
Carya ovata,9.98333,11,10.0704,28.443,-1.13667,982.5,186.5,TRUE,GBIF_BGCI=1635,GBIF_CURRENT=494,,URBANPLANTS=23,PLANTSEARCH=166
Catalpa speciosa,9.98333,11,11.2448,29.6399,0.122833,941.25,169.25,TRUE,GBIF_BGCI=481,GBIF_CURRENT=1511,,URBANPLANTS=43,PLANTSEARCH=172
Ceanothus velutinus,9.98333,11,7.56159,25.8313,0.466,808.5,72.1667,TRUE,GBIF_BGCI=1366,GBIF_CURRENT=115,,PLANTSEARCH=13,
Cedrus deodara,9.98333,11,12.8513,27.3235,5.08992,802.125,119.25,TRUE,GBIF_BGCI=59,GBIF_CURRENT=937,,URBANPLANTS=14,PLANTSEARCH=22
Cedrus libani,9.98333,11,11.482,25.4225,4.456,810.875,120.25,TRUE,GBIF_BGCI=12,GBIF_CURRENT=819,,URBANPLANTS=1,PLANTSEARCH=162
Celtis koraiensis,9.98333,11,11.7503,28.02,1.44133,1111.12,115.375,TRUE,GBIF_BGCI=88,GBIF_CURRENT=7,,URBANPLANTS=2,PLANTSEARCH=3
Celtis occidentalis,9.98333,11,11.3681,29.1125,0.284571,941.125,163,TRUE,GBIF_BGCI=1894,GBIF_CURRENT=4172,,URBANPLANTS=54,PLANTSEARCH=23
Celtis tenuifolia,9.98333,11,11.8383,29.531,0.0588308,1002.38,194,TRUE,GBIF_BGCI=162,GBIF_CURRENT=234,,URBANPLANTS=1,PLANTSEARCH=66
Cephalanthus occidentalis,9.98333,11,13.0797,29.752,2.98433,982.75,180,TRUE,GBIF_CURRENT=9226,,PLANTSEARCH=214,,
Cercidiphyllum japonicum,9.98333,11,11.7407,27.6875,1.71858,1157.75,182.625,TRUE,GBIF_BGCI=33,,GBIF_CURRENT=243,URBANPLANTS=34,PLANTSEARCH=266
Chaenomeles thibetica,9.98333,11,14.2005,26.45,4.82778,886.667,31.1667,TRUE,GBIF_BGCI=2,GBIF_CURRENT=9,,PLANTSEARCH=3,
Chamaecyparis formosensis,9.98333,11,13.292,22.738,8.59583,1974.75,175.5,TRUE,GBIF_BGCI=731,,GBIF_CURRENT=487,URBANPLANTS=2,PLANTSEARCH=46
Chamaecyparis lawsoniana,9.98333,11,11.4737,24.634,5.65942,1008.12,123.125,TRUE,GBIF_BGCI=483,,GBIF_CURRENT=8484,URBANPLANTS=37,PLANTSEARCH=187
Chamaecyparis pisifera,9.98333,11,13.3637,28.507,3.49742,1187,154.625,TRUE,GBIF_BGCI=232,,GBIF_CURRENT=1117,URBANPLANTS=32,PLANTSEARCH=178
Chamaecyparis thyoides,9.98333,11,11.6929,29.266,1.41367,1142,243.5,TRUE,GBIF_BGCI=338,GBIF_CURRENT=614,,URBANPLANTS=9,PLANTSEARCH=115
Chengiopanax sciadophylloides,9.98333,11,11.7834,28.3467,1.64845,1511.33,215,TRUE,GBIF_BGCI=199,GBIF_CURRENT=641,,PLANTSEARCH=3,
Chrysolepis chrysophylla,9.98333,11,11.8155,24.6957,6.83059,1043.75,62.75,TRUE,GBIF_BGCI=835,GBIF_CURRENT=722,,URBANPLANTS=1,PLANTSEARCH=1
Cladrastis kentukea,9.98333,11,12.0778,29.8885,0.942,1071.75,217.875,TRUE,GBIF_BGCI=11,GBIF_CURRENT=187,,URBANPLANTS=26,PLANTSEARCH=146
Clethra acuminata,9.98333,11,11.0267,27.0507,2.15467,1277.83,267.167,TRUE,GBIF_BGCI=59,GBIF_CURRENT=11,,PLANTSEARCH=83,
Clethra alnifolia,9.98333,11,10.6046,28.278,-0.146833,1077.75,216.125,TRUE,GBIF_BGCI=571,GBIF_CURRENT=2417,,URBANPLANTS=1,PLANTSEARCH=179
Clethra barbinervis,9.98333,11,13.0921,28.3195,3.78867,1428.88,171,TRUE,GBIF_BGCI=439,GBIF_CURRENT=11,,URBANPLANTS=1,PLANTSEARCH=129
Cornus bretschneideri,9.98333,11,9.06145,26.8,-2,592,57.3333,TRUE,GBIF_BGCI=72,GBIF_CURRENT=71,,PLANTSEARCH=46,
Cornus controversa,9.98333,11,13.6181,28.0075,4.02975,1256.88,141.625,TRUE,GBIF_BGCI=1222,GBIF_CURRENT=1455,,URBANPLANTS=13,PLANTSEARCH=143
Cornus foemina,9.98333,11,15.1121,30.9927,4.15933,1189.33,203.5,TRUE,GBIF_BGCI=174,GBIF_CURRENT=549,,PLANTSEARCH=35,
Cornus hemsleyi,9.98333,11,12.1278,24.446,3.37356,778.833,68.3333,TRUE,GBIF_BGCI=277,GBIF_CURRENT=16,,PLANTSEARCH=31,
Cornus kousa,9.98333,11,12.3478,28.2199,2.55733,1227.12,170.75,TRUE,GBIF_BGCI=794,GBIF_CURRENT=1551,,URBANPLANTS=3,PLANTSEARCH=22
Cornus mas,9.98333,11,10.1036,25.69,2.08108,846.375,163.875,TRUE,GBIF_BGCI=16749,GBIF_CURRENT=22346,,URBANPLANTS=2,PLANTSEARCH=276
